country,state,city,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh
India,Jammu and Kashmir,Visakhapatnam,PM10,166.7,252.2,214,249,Very Unhealthy,24.2,47.7,14.2
India,Karnataka,Agra,SO2,3.4,451.4,13.4,31,Good,28.1,48.4,18.5
India,Arunachal Pradesh,Khairthal,PM2.5,12,493.1,145.4,133,Unhealthy for Sensitive Groups,20.6,82.6,14.5
India,Gujarat,Thiruvananthapuram,NO2,16,34.8,16.8,17,Good,26.7,51.4,26.8
India,Chhattisgarh,Mysuru,CO,10.2,479.2,33,11,Good,22.5,56.7,18.9
India,Himachal Pradesh,Agartala,NH3,35.4,427.6,49.2,26,Good,21.3,60.4,28.5
India,Kerala,Puducherry,NH3,91.1,497.2,215.3,253,Very Unhealthy,27.2,54,20.6
India,Rajasthan,Mandideep,NH3,176.9,199.4,186.3,154,Unhealthy,38.2,42.5,24.2
India,Puducherry,Bhiwadi,OZONE,124.2,297.5,229.5,260,Very Unhealthy,21.1,50.4,12.2
India,Maharashtra,Jodhpur,NO2,30,485.8,110.4,105,Unhealthy for Sensitive Groups,25,48.1,16.5
India,Rajasthan,Bundi,PM2.5,136.7,462.8,143.4,108,Unhealthy for Sensitive Groups,20.4,86.3,11.8
India,Odisha,Vatva,OZONE,76.3,371.5,235.8,274,Very Unhealthy,36.1,35.1,17.1
India,Chandigarh,Damoh,PM10,59.3,313,166.5,174,Unhealthy,18.3,50.8,22.6
India,Meghalaya,Ramanagara,NH3,5.1,58,6.4,15,Good,29.5,40.7,3.6
India,Nagaland,Jodhpur,SO2,146.4,266.4,159.9,165,Unhealthy,16.6,61.9,9.2
India,Delhi,Thoothukudi,NH3,144.8,310.3,232.5,220,Very Unhealthy,38.8,55.5,7.9
India,Nagaland,Gorakhpur,PM10,177.8,402.8,258.6,222,Very Unhealthy,32,36.2,8.1
India,Maharashtra,Araria,PM10,8.8,85.7,25.6,30,Good,17.8,84,27.2
India,Jammu and Kashmir,Gangtok,PM10,137.2,275,186.2,155,Unhealthy,30.3,55.6,25.4
India,Sikkim,Bhopal,OZONE,58.7,396.7,114,118,Unhealthy for Sensitive Groups,17.2,56.5,23
India,Sikkim,Khurja,NO2,0.7,224.1,52.6,98,Moderate,27.5,40.6,19.2
India,Tamil Nadu,Dharuhera,PM10,193.4,325.3,255.2,201,Very Unhealthy,22.6,81.5,6.6
India,Maharashtra,Begusarai,NH3,79.4,467.5,96.5,87,Moderate,17,91.6,23.9
India,Bihar,Bagalkot,PM2.5,4.4,377.2,259,273,Very Unhealthy,29.9,69.9,1.8
India,Himachal Pradesh,Sri Ganganagar,PM2.5,129.8,390.4,154,200,Unhealthy,34.4,38.7,10.6
India,Telangana,Machilipatnam,PM2.5,117.7,397.7,227.7,282,Very Unhealthy,28.3,48,7.9
India,Kerala,Bhilai,OZONE,13.8,458.1,110.4,107,Unhealthy for Sensitive Groups,18.1,65.7,24
India,Gujarat,Hyderabad,SO2,3.7,180.8,14,22,Good,31.9,64.9,6
India,Assam,Ujjain,OZONE,22.7,142.3,49.6,21,Good,31.1,33.9,8.2
India,Chandigarh,Pali,SO2,113.1,302,145.2,115,Unhealthy for Sensitive Groups,29.6,71.2,19.5
India,Mizoram,Faridabad,OZONE,145.9,321.9,256,299,Very Unhealthy,17.8,55.5,10
India,Jharkhand,Kalyan,OZONE,132.2,294,219.1,209,Very Unhealthy,26.6,76.6,16.7
India,Maharashtra,Ahmedabad,OZONE,11.3,121,111.2,124,Unhealthy for Sensitive Groups,38.1,31.2,12.6
India,Himachal Pradesh,Muzaffarpur,NO2,27.3,440.4,212.2,246,Very Unhealthy,33.3,87,17.5
India,Mizoram,Nandesari,CO,183.2,413.2,230.9,229,Very Unhealthy,20.8,94.5,8.6
India,Meghalaya,Sri Ganganagar,PM10,9.6,253.7,41.8,36,Good,21,68.3,5.6
India,Haryana,Panchgaon,SO2,253.8,306.9,253.8,249,Very Unhealthy,28,75.8,13.8
India,Arunachal Pradesh,Chhapra,PM2.5,27.6,145,34.3,30,Good,35.8,63.4,14.1
India,Chhattisgarh,Saharsa,PM2.5,71.3,289.9,205.2,203,Very Unhealthy,21.3,62.9,27
India,Arunachal Pradesh,Churu,SO2,8,453.9,158.9,188,Unhealthy,38,86.6,2
India,Puducherry,Mahad,PM10,6.2,132.8,29.1,49,Good,21.7,32.6,1.2
India,Tripura,Amritsar,SO2,5.9,436.4,208.1,224,Very Unhealthy,38.6,52.9,15
India,Telangana,Hanumangarh,NO2,84.6,339.5,167.1,197,Unhealthy,25,79.3,2.6
India,Telangana,Ramanagara,OZONE,8,307.1,106.2,148,Unhealthy for Sensitive Groups,36.5,69.2,9.4
India,West Bengal,Vadodara,SO2,33.5,421.6,49.6,32,Good,35.1,48.6,22.2
India,Assam,Panipat,PM10,96,379.4,144.8,107,Unhealthy for Sensitive Groups,19,50,14.8
India,Arunachal Pradesh,Rishikesh,NO2,43.1,426.2,199.9,181,Unhealthy,23.3,32.7,11.3
India,Chhattisgarh,Suakati,OZONE,15.9,207.1,178.6,162,Unhealthy,24.2,49.3,15.8
India,Telangana,Jabalpur,SO2,155.6,251,221.8,298,Very Unhealthy,31.8,71.3,27.1
India,Gujarat,Gurugram,PM10,13.7,200.8,77.1,66,Moderate,36.2,42.7,10.1
India,Meghalaya,Barmer,NO2,98.9,331.2,238.5,259,Very Unhealthy,23.6,88.5,20.5
India,Maharashtra,Moradabad,PM10,2.5,196.7,131.6,114,Unhealthy for Sensitive Groups,24.6,71.5,4.5
India,Sikkim,Palwal,OZONE,158.6,211.4,209.2,283,Very Unhealthy,19.5,83.4,11.8
India,Madhya Pradesh,Kalyan,PM2.5,7.4,368.3,20.4,48,Good,27.4,53.1,20.7
India,Chhattisgarh,Solapur,CO,153.1,478.3,172.7,199,Unhealthy,24.5,61.3,24.2
India,Madhya Pradesh,Gwalior,PM2.5,171.9,324.4,260.1,250,Very Unhealthy,23.2,34.5,21.5
India,Karnataka,Nagaur,NH3,21,438.2,197.4,189,Unhealthy,16.6,43.4,22.6
India,Nagaland,Muzaffarnagar,NH3,71.1,428.2,251.7,298,Very Unhealthy,15.7,78.8,18
India,Maharashtra,Jhansi,CO,208.1,383,265.5,237,Very Unhealthy,39.7,93.4,13.9
India,Himachal Pradesh,Rairangpur,CO,41.4,269.1,234.7,213,Very Unhealthy,30.2,56.5,9.4
India,Nagaland,Bahadurgarh,SO2,8.6,332,17.4,21,Good,27.2,53.1,29.5
India,Sikkim,Sivasagar,NO2,0.2,316.2,24.3,8,Good,24.1,45,7.7
India,Madhya Pradesh,Rairangpur,SO2,40.3,207.2,187.2,154,Unhealthy,26.7,91.3,24.6
India,Telangana,Sagar,PM2.5,10.1,284.2,27.4,36,Good,24,71.4,2.8
India,Gujarat,Chittoor,NO2,119.3,469.7,158.8,173,Unhealthy,38,77.6,23.4
India,Sikkim,Sivasagar,NO2,71,410,75.3,73,Moderate,23.2,48.1,27
India,Punjab,Sawai Madhopur,NH3,32.5,343.9,46.1,38,Good,28.9,89.8,14.9
India,Tripura,Hajipur,CO,0.6,306.1,41.5,47,Good,34.4,31.3,16.8
India,Meghalaya,Sivasagar,PM10,12.3,499.3,28,15,Good,17,79.6,21.1
India,Telangana,Rupnagar,OZONE,127.1,275.8,189.8,183,Unhealthy,35.4,63.7,2
India,Rajasthan,Narnaul,PM2.5,8.6,195.3,50,42,Good,35.8,40.5,1.3
India,Odisha,Satara,PM2.5,6.2,465.7,18.4,15,Good,36.9,71.9,23.1
India,Kerala,Palwal,NO2,73.3,196.4,98.8,70,Moderate,26,45.7,21.9
India,Kerala,Modinagar,PM2.5,24,488.8,58.8,84,Moderate,36.9,79.7,14.5
India,Uttarakhand,Milupara,CO,36.2,405.6,207,215,Very Unhealthy,31.4,40.9,19.3
India,Himachal Pradesh,Jabalpur,PM10,68.4,460,186.2,164,Unhealthy,17,42.9,23.2
India,Maharashtra,Fatehabad,NH3,1.8,223.3,32.2,7,Good,35.1,31.1,9.7
India,Andhra Pradesh,Bhiwadi,NO2,30.4,394.4,32.2,20,Good,24.4,53.8,7.9
India,Meghalaya,Aurangabad,OZONE,25.4,421.9,201.2,285,Very Unhealthy,30.6,86.5,10.9
India,Chhattisgarh,Patiala,NH3,58.3,495.7,175,167,Unhealthy,34.9,83,2.2
India,Rajasthan,Narnaul,NO2,26.4,391.4,28.2,37,Good,30.5,37.6,2.5
India,Delhi,Nanded,CO,78.1,368.8,104.7,143,Unhealthy for Sensitive Groups,22.8,64.8,2.7
India,Assam,Ahmedabad,SO2,194.9,400.1,211.6,239,Very Unhealthy,32.7,34.2,3.7
India,Maharashtra,Kalaburagi,NH3,184.3,490.2,260.4,231,Very Unhealthy,20.5,37.5,17.1
India,Uttar Pradesh,Chikkamagaluru,PM10,138.8,370.1,211.6,203,Very Unhealthy,21.4,71.6,21.1
India,Bihar,Sikar,NH3,74.5,416.1,184.4,151,Unhealthy,32,74.4,1.1
India,Karnataka,Mumbai,PM2.5,54.8,395.6,196.5,171,Unhealthy,31.1,33.3,15.6
India,Punjab,Korba,SO2,130.5,345.6,152.5,186,Unhealthy,35.3,52.2,14.4
India,Jharkhand,Ramanagara,PM2.5,27.7,229.7,227.8,249,Very Unhealthy,23,65.2,17.4
India,Himachal Pradesh,Nellore,OZONE,73.2,97.7,86.3,98,Moderate,19.5,37.2,3.3
India,Haryana,Bhiwandi,SO2,63.5,357,145.4,141,Unhealthy for Sensitive Groups,30.7,69.2,3.8
India,Assam,Rajgir,OZONE,22.3,230.2,178.6,171,Unhealthy,23.5,68.7,3.9
India,Uttarakhand,Kolkata,PM2.5,53,491.2,259.7,217,Very Unhealthy,32.9,56.5,4.2
India,Uttar Pradesh,Thane,NO2,112.7,473.8,176.2,189,Unhealthy,29.4,87.7,25.9
India,Gujarat,Kolkata,NO2,68.4,417.2,248.9,267,Very Unhealthy,22,43.1,26.9
India,Assam,Naharlagun,CO,24,335.4,251.5,284,Very Unhealthy,36,32,29.4
India,Himachal Pradesh,Khora,NH3,2,426.3,109,146,Unhealthy for Sensitive Groups,22.6,60.2,28.1
India,Karnataka,Dharwad,PM2.5,26.4,138.3,62.6,91,Moderate,21.5,69.7,20.9
India,Mizoram,Ratlam,OZONE,24.7,419.1,44.9,28,Good,25.4,70.4,27.1
India,Punjab,Gangtok,NO2,53.9,244.6,147.7,102,Unhealthy for Sensitive Groups,22.6,32.2,29.6
India,Assam,Sagar,NH3,63.5,490.7,155.5,173,Unhealthy,24.1,69.5,3.8
India,Uttarakhand,Ambala,SO2,90.6,322.1,219.5,239,Very Unhealthy,38,50.5,5.4
India,Uttarakhand,Visakhapatnam,CO,48.9,392.4,233.4,285,Very Unhealthy,31.8,44.2,4
India,Sikkim,Patna,CO,83.3,356.3,198.2,187,Unhealthy,26.4,61.5,26.2
India,Tamil Nadu,Howrah,CO,45.1,488,57.3,72,Moderate,26.8,38.5,27.7
India,Uttar Pradesh,Panchkula,SO2,104.2,222.5,220.3,218,Very Unhealthy,21.4,40.3,6.2
India,Arunachal Pradesh,Nashik,SO2,121.5,485.8,229.7,268,Very Unhealthy,33,65.4,12.8
India,Jammu and Kashmir,Yamuna Nagar,CO,41.3,427.7,48,40,Good,34.2,63.4,12.3
India,Jharkhand,Chikkamagaluru,SO2,2.8,248.1,72.5,67,Moderate,20.3,64.4,13
India,Maharashtra,Satara,CO,36,398,192.7,172,Unhealthy,31,92.5,10.8
India,Puducherry,Panipat,CO,15.3,462.3,70.5,63,Moderate,31.2,34,25.4
India,Tamil Nadu,Gandhinagar,PM10,8,346,110.6,133,Unhealthy for Sensitive Groups,31.6,45.7,8.5
India,Kerala,Samastipur,OZONE,22.9,227.3,57.8,77,Moderate,23.5,87.5,29.7
India,Gujarat,Sirohi,SO2,135,429.8,214.4,256,Very Unhealthy,23.8,62.8,27.3
India,Jammu and Kashmir,Patna,OZONE,81.4,254.9,217,277,Very Unhealthy,31.4,56,21.9
India,Chhattisgarh,Silchar,NO2,52.3,299.7,247.6,250,Very Unhealthy,32.8,53.8,13.2
India,Haryana,Kunjemura,OZONE,108,413.3,165.4,183,Unhealthy,26.3,82.1,9.9
India,Assam,Vijayawada,NH3,33.4,125.6,88,68,Moderate,15.9,32.6,4.8
India,Puducherry,Puducherry,CO,4.1,72.2,5.9,17,Good,36.7,90.3,24.3
India,Haryana,Ramanagara,CO,45.1,362,218.7,253,Very Unhealthy,18.3,85.1,19.7
India,Jharkhand,Bhubaneswar,PM10,7.5,420.7,11.3,2,Good,19.7,31.8,23.2
India,Delhi,Bileipada,SO2,107.1,320.4,163.4,187,Unhealthy,20.7,68.6,2.9
India,Telangana,Saharsa,OZONE,37.6,442.6,241.5,209,Very Unhealthy,17.3,32.7,28.5
India,Sikkim,Rajamahendravaram,NH3,111.9,187,177.6,151,Unhealthy,30.2,48.3,17.7
India,Nagaland,Brajrajnagar,CO,40.6,359.9,96.1,96,Moderate,22.6,77.5,16
India,Karnataka,Parbhani,NH3,139.4,456.6,188.5,157,Unhealthy,25,79.3,24
India,Punjab,Barmer,NO2,74.5,262.9,89,54,Moderate,38.4,90.5,11.5
India,Madhya Pradesh,Jorapokhar,SO2,73.8,430.4,79.4,54,Moderate,28.5,49.5,1.8
India,Bihar,Sivasagar,PM2.5,3.2,296.5,74.2,72,Moderate,19.5,48.9,16.8
India,Nagaland,Gadag,OZONE,0.9,55,6.5,25,Good,20.4,39.5,25.6
India,Tamil Nadu,Baripada,SO2,127.6,448.5,188.9,155,Unhealthy,29.8,74.7,21.5
India,Tamil Nadu,Begusarai,SO2,18.7,125.8,49.6,46,Good,34.1,56,10.2
India,Mizoram,Hyderabad,CO,11,244.7,24.4,33,Good,37.6,69.2,20.5
India,Puducherry,Jabalpur,CO,42,309.4,45.5,29,Good,22.3,87.6,9.7
India,Puducherry,Durgapur,SO2,61.5,424.5,250.1,236,Very Unhealthy,23.4,30.3,23.8
India,Uttarakhand,Howrah,NH3,16.7,308,197.3,168,Unhealthy,39.5,83.2,7.7
India,Delhi,Panipat,PM2.5,52.9,431.6,62.5,98,Moderate,23.1,64.3,15.1
India,Andhra Pradesh,Virar,CO,53.6,372,107.4,142,Unhealthy for Sensitive Groups,28.5,66.6,1.8
India,Arunachal Pradesh,Vapi,OZONE,9.9,132.9,16.6,39,Good,28.5,72.2,8.2
India,Puducherry,Bhilai,NO2,149,471.8,152.7,176,Unhealthy,36.7,30.7,13.8
India,Punjab,Sagar,NH3,32.7,44.5,41.1,25,Good,17.8,59.6,16.9
India,West Bengal,Sangli,SO2,141,380.2,192.3,159,Unhealthy,19.5,81.3,7.7
India,Haryana,Fatehabad,PM10,49,111.2,108.1,146,Unhealthy for Sensitive Groups,33.9,47.5,16.5
India,Andhra Pradesh,Narnaul,OZONE,36.6,412,156.5,193,Unhealthy,31.2,59.4,19.4
India,Meghalaya,Dungarpur,NH3,73.3,319.8,144,137,Unhealthy for Sensitive Groups,30.1,86.2,12.5
India,Karnataka,Ballabgarh,PM2.5,122,219.7,141.6,141,Unhealthy for Sensitive Groups,34.5,65,27.3
India,Mizoram,Ratlam,SO2,87.7,494.6,107.1,146,Unhealthy for Sensitive Groups,36.6,73,18.6
India,Maharashtra,Damoh,NO2,240.4,284.8,259.9,224,Very Unhealthy,21.4,90.8,21.9
India,Haryana,Bhiwani,PM2.5,78,199.3,112.3,139,Unhealthy for Sensitive Groups,35.7,94.4,12.3
India,Arunachal Pradesh,Vapi,CO,6.9,156.9,13,29,Good,15.9,67.5,10.9
India,Haryana,Bhiwani,CO,1.3,144.1,74.6,64,Moderate,36.1,32,19.2
India,Meghalaya,Dausa,OZONE,4.3,228.3,92.9,65,Moderate,27.8,80.7,7.1
India,Karnataka,Gurugram,NO2,64.7,197.2,138.6,122,Unhealthy for Sensitive Groups,19.9,59.4,17.2
India,Odisha,Ahmednagar,OZONE,12,405.1,141.8,118,Unhealthy for Sensitive Groups,38.4,88.2,15.8
India,Jammu and Kashmir,Narnaul,PM10,20.8,187.2,144.5,123,Unhealthy for Sensitive Groups,37.2,81.8,21.8
India,Uttarakhand,Suakati,NH3,7,152.2,71.8,98,Moderate,27.8,45.9,29.9
India,Delhi,Karauli,SO2,192.3,296.3,249.1,208,Very Unhealthy,30.9,91.1,10.9
India,West Bengal,Dharuhera,CO,6.7,214.1,7.5,6,Good,27,74.3,2.1
India,Sikkim,Nagpur,CO,8.2,386,80.8,57,Moderate,18,81,10.2
India,Jharkhand,Chandrapur,PM2.5,2.1,341.8,177.8,177,Unhealthy,21.1,80,27.7
India,West Bengal,Siliguri,PM10,37,192,41.6,23,Good,29.2,88.9,18.1
India,Tripura,Alwar,SO2,86.3,425.6,92.9,51,Moderate,39.3,86.7,15.1
India,Odisha,Durgapur,NO2,152.3,213.4,153.5,182,Unhealthy,30.1,76.7,18.5
India,Punjab,Nashik,PM10,7.8,431.7,128.2,125,Unhealthy for Sensitive Groups,27.4,32.9,7.2
India,Meghalaya,Patiala,NO2,15.5,144.5,41.8,21,Good,21.7,47.8,17.3
India,Puducherry,Anantapur,PM10,111.6,211.1,196.2,186,Unhealthy,33.1,41.4,16.6
India,Puducherry,Kurukshetra,CO,8,450.4,41.8,5,Good,26.3,93.4,5.5
India,Maharashtra,Banswara,NH3,21.2,465.3,80.8,76,Moderate,30.3,70.6,26.6
India,Chhattisgarh,Tirupati,OZONE,5.2,440.3,222.8,208,Very Unhealthy,15.8,87.3,12.9
India,Odisha,Surat,NO2,83.8,368.6,254.1,239,Very Unhealthy,15.7,42.2,6.9
India,Odisha,Jaisalmer,PM10,1.2,293.3,198.9,166,Unhealthy,19.2,51.8,23.3
India,Himachal Pradesh,Ratlam,PM2.5,25.1,287.9,60.2,98,Moderate,29.5,79.6,13.3
India,Arunachal Pradesh,Talcher,PM2.5,164,211.2,170.1,157,Unhealthy,24.9,63.9,8.5
India,Telangana,Mira-Bhayandar,PM10,49.1,256.8,227,222,Very Unhealthy,17.5,55.8,15.6
India,Punjab,Dharwad,OZONE,86.1,483,191.6,184,Unhealthy,24.6,93.1,28
India,Karnataka,Jalore,PM2.5,79.5,488.8,134.9,107,Unhealthy for Sensitive Groups,37.1,46.2,17.3
India,Maharashtra,Sivasagar,CO,132.5,146.8,137.7,146,Unhealthy for Sensitive Groups,21,64.9,1.1
India,Kerala,Beed,NO2,59.9,413.3,90,57,Moderate,39.6,84.7,0.8
India,Kerala,Badlapur,SO2,16.6,438.2,224.9,252,Very Unhealthy,35,90.6,14.5
India,Gujarat,Cuddalore,CO,68.3,137.6,88,98,Moderate,19.1,46.9,18.7
India,Karnataka,Karnal,OZONE,162.4,411.5,225.8,237,Very Unhealthy,32,55.2,29.5
India,Gujarat,Gurugram,SO2,32.7,396.1,46.6,18,Good,39.9,31.1,8.7
India,Rajasthan,Aizawl,NH3,44.2,289.9,172.5,162,Unhealthy,22.3,52.3,19.8
India,Rajasthan,Badlapur,SO2,21.8,82.7,40.7,38,Good,16.3,65.1,20.5
India,Gujarat,Nellore,CO,24.6,305.9,246.3,294,Very Unhealthy,37.6,41.9,4.2
India,Madhya Pradesh,Manguraha,NH3,134,438.7,135.9,120,Unhealthy for Sensitive Groups,23.7,86.8,8
India,Jammu and Kashmir,Amaravati,NO2,25.2,214,73,92,Moderate,18.3,90.3,1.2
India,West Bengal,Barmer,NH3,110.7,388,232.8,224,Very Unhealthy,31.2,82,17.5
India,Maharashtra,Khora,SO2,21.1,121,76.4,83,Moderate,31.1,76.1,10.9
India,Tamil Nadu,Chamarajanagar,PM2.5,48.8,243.2,55.6,70,Moderate,28.7,89.9,10.5
India,Rajasthan,Sirsa,CO,54.5,282.4,239.9,205,Very Unhealthy,25.2,37.2,22.6
India,Madhya Pradesh,Gadag,CO,13.6,265.4,66.4,69,Moderate,23.8,76.8,27.5
India,Haryana,Delhi,SO2,119.7,404.5,231.8,234,Very Unhealthy,25.5,38.5,7.1
India,Bihar,Raipur,NO2,108.7,276.2,189.1,187,Unhealthy,25.2,71.9,22.9
India,Madhya Pradesh,Ballabgarh,PM2.5,18.6,442.2,176.5,163,Unhealthy,38.5,66.8,23.2
India,Andhra Pradesh,Moradabad,NO2,120,255.6,140.4,103,Unhealthy for Sensitive Groups,37.5,52.3,15.5
India,Kerala,Jabalpur,SO2,209.8,382.2,223.3,239,Very Unhealthy,36.6,72.8,3.5
India,Meghalaya,Ujjain,PM10,51.2,347.2,177.4,163,Unhealthy,29.5,38.3,24.9
India,Chandigarh,Barbil,SO2,10.7,180.2,13.9,5,Good,38.4,47.5,22.5
India,Rajasthan,Bengaluru,CO,6.8,200.4,70.9,85,Moderate,34.5,71.5,21.9
India,Andhra Pradesh,Asansol,PM2.5,32.1,416.4,211.3,286,Very Unhealthy,26.9,31,11.5
India,Chandigarh,Rajamahendravaram,PM2.5,5.8,472.6,26.6,0,Good,17.3,69.1,11.7
India,Maharashtra,Panipat,OZONE,23.9,365.9,112.2,131,Unhealthy for Sensitive Groups,29.3,44,27.7
India,Madhya Pradesh,Raipur,PM10,233.1,383.3,249.4,220,Very Unhealthy,19.5,51.4,13
India,Tamil Nadu,Suakati,PM10,18.3,428.3,108.6,138,Unhealthy for Sensitive Groups,27.4,61.7,17.3
India,Rajasthan,Vapi,NO2,12.8,271.3,258.3,214,Very Unhealthy,23.2,72.1,23.8
India,Bihar,Amravati,NO2,195.7,419.6,230,258,Very Unhealthy,34.7,39.1,4.2
India,Arunachal Pradesh,Kollam,OZONE,13.7,267.1,174.1,167,Unhealthy,32.3,59.7,10.2
India,Arunachal Pradesh,Nagaon,NH3,1.1,439.4,191.8,151,Unhealthy,18.8,75.7,3.2
India,Uttarakhand,Brajrajnagar,PM10,5.5,409.5,133.5,113,Unhealthy for Sensitive Groups,25.6,85.4,1.7
India,Punjab,Pratapgarh,NO2,43.7,422.8,102.7,137,Unhealthy for Sensitive Groups,27.5,45.6,5.4
India,Meghalaya,Bhilwara,OZONE,25.2,440,37.2,9,Good,39.7,69.8,4.6
India,Rajasthan,Kolhapur,SO2,183.9,309.5,263.3,247,Very Unhealthy,18.8,88.6,24
India,Assam,Malegaon,SO2,60.1,449.3,257.8,210,Very Unhealthy,38.7,93.3,6.7
India,Assam,Narnaul,NH3,82.7,278.2,159.6,169,Unhealthy,16.8,71.5,15.3
India,Sikkim,Bhiwani,OZONE,138.8,171.5,164.8,195,Unhealthy,17.3,64.2,27.5
India,Bihar,Dewas,PM10,56.1,149.2,89.2,73,Moderate,21.6,88.7,29.2
India,Uttarakhand,Karnal,SO2,33.7,426.9,250.4,205,Very Unhealthy,21.7,57.5,5.3
India,Maharashtra,Pampore,PM2.5,150.8,321,191.5,198,Unhealthy,29.2,68.2,18.3
India,Kerala,Banswara,PM2.5,38,191.7,83.7,73,Moderate,33.4,31.2,0.9
India,Assam,Manesar,PM10,193.9,297.2,259,201,Very Unhealthy,28,62.6,1.1
India,Odisha,Kalyan,SO2,2.3,142.7,33.8,15,Good,31.5,62.6,23.3
India,Arunachal Pradesh,Fatehabad,CO,44.7,410.9,178.1,183,Unhealthy,38.1,48.7,24.6
India,Himachal Pradesh,Munger,PM10,141.7,388.2,195.5,175,Unhealthy,26,56.1,16.3
India,Bihar,Hubballi,PM2.5,91.1,461.6,104,114,Unhealthy for Sensitive Groups,37.5,31.1,17.8
India,Tamil Nadu,Machilipatnam,OZONE,0.2,278.6,190.8,198,Unhealthy,38.1,30.6,28.7
India,Punjab,Nagpur,NH3,133.8,317.6,247.1,205,Very Unhealthy,16.3,61.4,28.8
India,Uttarakhand,Jorapokhar,CO,153.5,179.1,157.4,152,Unhealthy,15.9,87.1,1.7
India,Puducherry,Gummidipoondi,SO2,23.2,150.3,110.8,105,Unhealthy for Sensitive Groups,34,90.2,19.7
India,Chandigarh,Siliguri,NO2,93.5,484.8,93.9,87,Moderate,17.7,58,0.1
India,Telangana,Pune,PM10,5.6,227.3,37.7,33,Good,29.3,51.7,7.9
India,Andhra Pradesh,Vrindavan,OZONE,112.1,224.2,214.9,264,Very Unhealthy,16.8,38.2,2.6
India,Maharashtra,Vapi,PM10,115.7,206,143.6,113,Unhealthy for Sensitive Groups,29.5,77.4,28.6
India,Gujarat,Kunjemura,SO2,115.1,320.5,145.7,146,Unhealthy for Sensitive Groups,29.2,66.4,26.5
India,Bihar,Guntur,CO,1.5,493.8,9.7,8,Good,25.9,46.4,20.5
India,Arunachal Pradesh,Jhunjhunu,CO,20.9,307.7,101.5,150,Unhealthy for Sensitive Groups,16.4,72.2,18.1
India,Chhattisgarh,Nandesari,NH3,68.2,431.4,71,98,Moderate,26.9,31.1,16.7
India,Chandigarh,Belapur,PM2.5,19.7,481.8,56.9,76,Moderate,22.4,51.7,16
India,Nagaland,Chittoor,NH3,2.6,147.4,4.8,35,Good,15.3,73.8,25.6
India,West Bengal,Koppal,NH3,13.6,152.6,55.5,65,Moderate,38.6,36.6,21.8
India,Meghalaya,Pampore,OZONE,192,336.1,220.1,287,Very Unhealthy,31.6,93.8,7.7
India,Puducherry,Malegaon,NO2,78.1,323.5,145.8,144,Unhealthy for Sensitive Groups,20.2,85.7,11.3
India,Himachal Pradesh,Bileipada,NO2,133.3,248.8,175.3,179,Unhealthy,16.9,38.9,12.5
India,Maharashtra,Hubballi,NO2,79.8,464.8,81.1,67,Moderate,19.3,77.9,26.2
India,Sikkim,Ahmedabad,PM10,104.1,455.8,262.1,275,Very Unhealthy,36.7,66.4,12.3
India,Andhra Pradesh,Chandrapur,PM2.5,22.2,286.9,28,32,Good,39.7,87.4,14.5
India,Odisha,Lucknow,OZONE,5.9,309.6,63,92,Moderate,39.9,67.9,18.4
India,Maharashtra,Ambernath,SO2,226,403.4,256.9,225,Very Unhealthy,39.4,83.1,19.3
India,Assam,Durgapur,SO2,37.4,376.2,158,162,Unhealthy,29.6,58.9,4.4
India,Delhi,Mandikhera,SO2,32.9,205.8,101.3,132,Unhealthy for Sensitive Groups,32.7,58,16.7
India,Tamil Nadu,Hyderabad,OZONE,206.9,381.9,226.3,289,Very Unhealthy,26.9,52.5,26.7
India,Odisha,Ghaziabad,CO,81.5,312.9,223.6,203,Very Unhealthy,26.6,37.8,21.4
India,Sikkim,Kollam,OZONE,13.2,303.5,241.4,296,Very Unhealthy,24,47.3,6.6
India,Nagaland,Anantapur,OZONE,146.3,343.8,257.5,238,Very Unhealthy,33.8,80.9,28.5
India,Jammu and Kashmir,Kanpur,NO2,40.7,406.1,206.5,226,Very Unhealthy,18.5,83.3,13.7
India,Maharashtra,Ahmedabad,OZONE,19.6,492.9,31.9,41,Good,31,49.2,17.4
India,Haryana,Durgapur,SO2,17.4,118.3,73.3,70,Moderate,32.5,79,19.9
India,Uttarakhand,Guntur,PM10,12.3,471,22.3,8,Good,39.2,77.2,2.9
India,Odisha,Dombivli,NH3,102.9,440.5,156.6,194,Unhealthy,29.3,39.1,11.5
India,Andhra Pradesh,Tensa,PM2.5,0.7,350.1,65.5,94,Moderate,39.7,81,2.1
India,Telangana,Baghpat,OZONE,98.6,310.4,211.1,285,Very Unhealthy,39.8,71.9,0.7
India,Andhra Pradesh,Delhi,PM10,2.5,269.6,2.5,17,Good,26.9,61.1,24.2
India,Karnataka,Kalaburagi,SO2,15.3,256.9,95,67,Moderate,30.5,58.5,21.3
India,Puducherry,Kunjemura,SO2,16.5,127,22.9,27,Good,22,89.6,20.8
India,Karnataka,Byrnihat,NO2,65.2,380.4,137,105,Unhealthy for Sensitive Groups,34.6,64.6,23.2
India,Madhya Pradesh,Gwalior,NH3,38,490.9,225.4,266,Very Unhealthy,29.7,46.9,1.7
India,Tamil Nadu,Hajipur,PM2.5,7.2,71.1,8.9,5,Good,39.3,77,6.2
