state,city,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh
Uttar Pradesh,Bareilly,SO2,,,,469,Hazardous,23.4,55.3,1.7
Uttar Pradesh,Bulandshahr,PM2.5,9.0,62.0,36.0,9,Good,21.5,62.2,11.0
Uttar Pradesh,Bulandshahr,CO,26.0,42.0,34.0,43,Good,20.8,63.7,14.9
Uttar Pradesh,Firozabad,CO,17.0,20.0,18.0,49,Good,23.0,74.1,3.0
Uttar Pradesh,Firozabad,PM2.5,,,,315,Hazardous,21.9,44.2,25.1
Uttar Pradesh,Firozabad,NO2,16.0,17.0,17.0,43,Good,27.8,79.9,19.9
Uttar Pradesh,Firozabad,CO,14.0,17.0,16.0,22,Good,37.8,54.9,6.7
Uttar Pradesh,Ghaziabad,PM10,,,,331,Hazardous,18.4,78.2,24.0
Uttar Pradesh,Ghaziabad,NH3,0.0,14.0,3.0,22,Good,30.3,30.8,10.2
Uttar Pradesh,Ghaziabad,PM2.5,42.0,102.0,61.0,63,Moderate,39.3,40.8,14.5
Uttar Pradesh,Ghaziabad,PM10,49.0,135.0,91.0,95,Moderate,34.8,42.0,5.4
Tamil Nadu,Gummidipoondi,NH3,0.0,2.0,1.0,41,Good,28.8,49.6,13.9
Tamil Nadu,Gummidipoondi,OZONE,,,,480,Hazardous,34.0,35.8,26.8
Tamil Nadu,Madurai,NO2,,,,477,Hazardous,33.8,42.6,28.1
Telangana,Hyderabad,CO,21.0,40.0,30.0,12,Good,38.8,78.5,25.2
Telangana,Hyderabad,OZONE,14.0,28.0,23.0,12,Good,34.1,36.3,27.8
Telangana,Hyderabad,NO2,15.0,17.0,16.0,7,Good,30.1,78.8,18.9
Telangana,Hyderabad,SO2,,,,408,Hazardous,37.6,39.2,16.6
Telangana,Hyderabad,CO,6.0,8.0,7.0,42,Good,28.1,77.7,18.9
Telangana,Hyderabad,NO2,12.0,38.0,24.0,45,Good,30.0,44.1,6.1
Telangana,Hyderabad,SO2,5.0,18.0,11.0,33,Good,15.5,41.2,11.9
Rajasthan,Jhunjhunu,CO,18.0,36.0,27.0,1,Good,28.0,78.2,25.2
Rajasthan,Jodhpur,SO2,3.0,6.0,4.0,40,Good,28.2,78.0,10.9
Rajasthan,Jodhpur,CO,10.0,17.0,14.0,46,Good,34.9,87.0,28.0
Rajasthan,Jodhpur,CO,14.0,17.0,15.0,42,Good,16.9,86.9,1.6
Rajasthan,Jodhpur,PM10,45.0,145.0,68.0,62,Moderate,24.3,91.1,27.2
Rajasthan,Jodhpur,NH3,4.0,10.0,6.0,24,Good,20.8,93.1,12.5
Rajasthan,Jodhpur,CO,5.0,76.0,35.0,44,Good,22.4,91.6,23.2
Rajasthan,Jodhpur,PM10,59.0,170.0,88.0,57,Moderate,37.5,89.8,17.6
Rajasthan,Jodhpur,CO,7.0,10.0,8.0,17,Good,35.0,94.9,14.6
Rajasthan,Karauli,NO2,20.0,48.0,35.0,23,Good,25.1,82.4,4.3
Telangana,Hyderabad,PM2.5,3.0,16.0,8.0,42,Good,26.5,70.9,8.1
Telangana,Hyderabad,NH3,3.0,7.0,5.0,24,Good,24.0,86.8,29.1
Telangana,Hyderabad,NO2,12.0,20.0,15.0,13,Good,22.0,35.3,20.3
Telangana,Hyderabad,NH3,3.0,4.0,3.0,27,Good,19.8,58.6,16.6
Telangana,Hyderabad,NO2,4.0,13.0,8.0,37,Good,32.6,37.5,29.5
Telangana,Hyderabad,SO2,2.0,13.0,7.0,12,Good,17.9,89.9,22.3
Telangana,Hyderabad,SO2,6.0,11.0,9.0,15,Good,38.1,57.2,9.8
Tripura,Agartala,PM10,30.0,103.0,60.0,94,Moderate,33.0,77.8,19.4
Tripura,Agartala,SO2,8.0,9.0,9.0,44,Good,16.0,45.7,7.6
Rajasthan,Sirohi,OZONE,25.0,35.0,31.0,46,Good,28.0,70.2,15.3
Rajasthan,Sri Ganganagar,PM2.5,35.0,90.0,60.0,73,Moderate,21.7,57.5,13.7
Rajasthan,Udaipur,NH3,2.0,5.0,3.0,43,Good,22.4,59.6,13.8
Sikkim,Gangtok,NO2,7.0,8.0,8.0,29,Good,35.4,91.2,22.5
Sikkim,Gangtok,NH3,1.0,15.0,2.0,38,Good,21.1,68.7,9.5
Uttar Pradesh,Gorakhpur,NO2,11.0,11.0,11.0,23,Good,29.6,70.3,26.5
Uttar Pradesh,Gorakhpur,CO,5.0,5.0,5.0,11,Good,22.2,33.5,24.5
Uttar Pradesh,Greater Noida,NO2,,,,433,Hazardous,29.8,87.0,3.5
Uttar Pradesh,Greater Noida,SO2,1.0,17.0,8.0,21,Good,38.7,93.3,12.3
Uttar Pradesh,Greater Noida,PM2.5,16.0,70.0,42.0,11,Good,20.3,56.6,28.5
Uttar Pradesh,Greater Noida,PM10,39.0,142.0,90.0,87,Moderate,23.2,59.3,23.6
Uttar Pradesh,Greater Noida,NO2,7.0,28.0,16.0,37,Good,16.7,48.0,13.4
Uttar Pradesh,Greater Noida,NH3,12.0,19.0,14.0,37,Good,17.2,58.0,24.1
Uttar Pradesh,Hapur,PM10,15.0,90.0,54.0,100,Moderate,37.2,31.7,26.3
Uttar Pradesh,Hapur,CO,40.0,46.0,44.0,35,Good,28.0,92.2,9.5
Uttar Pradesh,Jhansi,PM2.5,3.0,122.0,19.0,12,Good,18.1,83.1,2.9
Uttar Pradesh,Jhansi,NO2,6.0,6.0,6.0,41,Good,20.3,62.3,29.0
Uttar Pradesh,Kanpur,PM2.5,28.0,59.0,41.0,16,Good,26.3,64.6,19.4
Uttar Pradesh,Kanpur,NH3,,,,499,Hazardous,34.0,69.3,13.5
Uttar Pradesh,Kanpur,PM10,22.0,172.0,54.0,83,Moderate,25.8,36.5,26.6
Uttar Pradesh,Kanpur,SO2,9.0,18.0,12.0,43,Good,36.4,38.7,29.3
Uttar Pradesh,Khora,NO2,24.0,57.0,32.0,46,Good,39.4,61.4,0.6
Uttar Pradesh,Khora,NH3,10.0,16.0,12.0,45,Good,15.5,45.7,28.8
Uttar Pradesh,Noida,SO2,3.0,6.0,5.0,3,Good,34.6,60.7,14.5
Uttar Pradesh,Noida,OZONE,8.0,29.0,18.0,26,Good,25.5,65.0,20.7
Uttar Pradesh,Noida,NO2,3.0,12.0,6.0,39,Good,26.2,70.8,20.7
Uttar Pradesh,Noida,SO2,,,,465,Hazardous,31.7,78.7,11.9
Uttar Pradesh,Noida,CO,13.0,14.0,13.0,33,Good,32.3,58.5,11.4
Uttar Pradesh,Noida,PM2.5,51.0,113.0,71.0,89,Moderate,31.9,78.5,25.7
Uttar Pradesh,Noida,PM10,65.0,124.0,100.0,74,Moderate,15.4,62.3,27.0
Uttar Pradesh,Prayagraj,OZONE,23.0,41.0,33.0,24,Good,39.8,88.6,11.2
Uttar Pradesh,Prayagraj,CO,14.0,18.0,16.0,10,Good,23.9,46.8,2.3
Uttar Pradesh,Prayagraj,SO2,8.0,31.0,17.0,47,Good,34.0,42.9,14.1
Uttar Pradesh,Raebareli,PM10,,,,336,Hazardous,25.7,77.4,18.8
Uttar Pradesh,Raebareli,CO,,,,310,Hazardous,16.1,41.7,4.1
Uttar Pradesh,Varanasi,NO2,2.0,4.0,3.0,17,Good,32.2,65.5,0.1
Uttar Pradesh,Varanasi,PM2.5,17.0,78.0,35.0,34,Good,21.8,53.5,16.3
Uttar Pradesh,Varanasi,SO2,12.0,17.0,15.0,15,Good,28.9,76.6,13.7
Uttar Pradesh,Varanasi,NH3,0.0,2.0,1.0,1,Good,24.6,43.4,20.0
Uttar Pradesh,Varanasi,OZONE,0.0,7.0,4.0,8,Good,21.5,77.5,6.1
Uttar Pradesh,Varanasi,PM2.5,11.0,35.0,22.0,17,Good,37.8,48.2,10.6
Uttar Pradesh,Varanasi,PM10,27.0,86.0,55.0,67,Moderate,27.4,59.3,26.2
Uttar Pradesh,Varanasi,CO,4.0,19.0,8.0,31,Good,23.6,52.1,4.0
Uttar Pradesh,Varanasi,OZONE,7.0,19.0,10.0,48,Good,25.7,42.4,23.7
Uttar Pradesh,Vrindavan,CO,12.0,24.0,17.0,25,Good,16.5,93.5,12.7
Uttarakhand,Kashipur,NH3,2.0,12.0,5.0,11,Good,22.0,31.2,24.4
West Bengal,Asansol,PM10,25.0,53.0,37.0,4,Good,28.4,65.4,1.2
West Bengal,Asansol,SO2,74.0,76.0,75.0,57,Moderate,26.2,70.9,0.1
West Bengal,Asansol,CO,32.0,44.0,35.0,23,Good,15.8,81.9,18.3
West Bengal,Asansol,PM2.5,10.0,59.0,36.0,14,Good,33.4,67.5,1.7
West Bengal,Asansol,SO2,10.0,15.0,12.0,25,Good,36.4,30.9,24.1
West Bengal,Howrah,CO,32.0,48.0,40.0,48,Good,19.7,69.6,2.4
West Bengal,Howrah,PM10,46.0,77.0,59.0,59,Moderate,28.9,40.7,28.9
West Bengal,Howrah,NH3,4.0,5.0,4.0,17,Good,32.2,82.1,20.1
West Bengal,Howrah,PM10,50.0,83.0,69.0,52,Moderate,39.2,83.8,9.5
West Bengal,Howrah,NO2,60.0,83.0,73.0,82,Moderate,29.1,70.8,5.8
West Bengal,Howrah,SO2,7.0,10.0,8.0,48,Good,26.9,36.4,22.9
West Bengal,Howrah,PM2.5,,,,433,Hazardous,24.9,63.2,20.6
West Bengal,Howrah,NO2,11.0,39.0,19.0,6,Good,23.1,47.7,0.7
West Bengal,Howrah,SO2,8.0,11.0,9.0,17,Good,20.6,90.8,13.6
West Bengal,Howrah,OZONE,8.0,18.0,12.0,33,Good,38.8,30.1,19.1
West Bengal,Kolkata,SO2,5.0,6.0,5.0,37,Good,22.3,36.4,14.6
West Bengal,Kolkata,CO,21.0,26.0,24.0,32,Good,26.6,81.6,23.8
West Bengal,Kolkata,PM2.5,11.0,50.0,35.0,50,Good,36.3,37.7,21.5
West Bengal,Kolkata,PM10,12.0,53.0,37.0,18,Good,24.9,61.9,13.0
West Bengal,Kolkata,OZONE,15.0,46.0,25.0,19,Good,30.8,70.8,5.1
West Bengal,Barrackpore,PM10,27.0,74.0,50.0,44,Good,20.2,74.0,15.4
West Bengal,Barrackpore,NO2,11.0,22.0,17.0,33,Good,24.0,90.8,20.5
West Bengal,Durgapur,PM2.5,28.0,53.0,37.0,11,Good,29.6,79.5,27.3
West Bengal,Durgapur,PM10,30.0,59.0,42.0,26,Good,29.4,61.6,24.7
West Bengal,Durgapur,NO2,72.0,81.0,76.0,78,Moderate,15.7,62.4,13.8
West Bengal,Durgapur,PM10,27.0,120.0,66.0,79,Moderate,27.9,86.4,6.6
West Bengal,Durgapur,NH3,1.0,1.0,1.0,1,Good,35.1,36.7,27.7
West Bengal,Durgapur,SO2,11.0,31.0,13.0,8,Good,15.0,60.9,28.9
West Bengal,Haldia,NO2,6.0,20.0,10.0,26,Good,17.1,65.1,10.3
West Bengal,Haldia,CO,24.0,28.0,26.0,32,Good,35.5,58.8,19.2
West Bengal,Howrah,PM10,13.0,73.0,34.0,29,Good,26.8,80.0,6.4
West Bengal,Howrah,NO2,6.0,12.0,8.0,0,Good,24.2,83.2,11.9
West Bengal,Howrah,NH3,1.0,5.0,2.0,47,Good,39.0,58.5,23.7
Uttar Pradesh,Khora,OZONE,21.0,68.0,47.0,7,Good,26.7,42.3,8.6
Uttar Pradesh,Khurja,PM10,17.0,129.0,58.0,100,Moderate,33.8,42.2,1.3
Uttar Pradesh,Khurja,NH3,1.0,1.0,1.0,50,Good,38.4,32.2,1.4
Uttar Pradesh,Khurja,CO,5.0,53.0,32.0,19,Good,18.2,81.7,15.5
Uttar Pradesh,Lucknow,SO2,32.0,34.0,33.0,39,Good,23.2,73.8,13.4
Uttar Pradesh,Lucknow,NH3,,,,461,Hazardous,27.7,73.7,22.0
Uttar Pradesh,Lucknow,NO2,25.0,30.0,26.0,12,Good,25.6,39.6,8.9
Uttar Pradesh,Lucknow,NO2,20.0,28.0,24.0,25,Good,37.7,68.7,0.4
Uttar Pradesh,Lucknow,NH3,9.0,17.0,13.0,7,Good,17.7,36.0,9.0
Uttar Pradesh,Meerut,NO2,11.0,30.0,17.0,42,Good,18.4,32.0,13.2
Uttar Pradesh,Meerut,OZONE,7.0,17.0,12.0,3,Good,15.3,64.3,16.4
Uttar Pradesh,Moradabad,NO2,24.0,25.0,25.0,49,Good,18.7,90.2,19.3
Uttar Pradesh,Moradabad,NH3,6.0,6.0,6.0,10,Good,31.5,83.5,25.9
Uttar Pradesh,Moradabad,PM10,20.0,54.0,35.0,38,Good,39.5,55.7,9.9
Uttar Pradesh,Moradabad,PM2.5,10.0,30.0,21.0,27,Good,29.9,83.0,4.9
Uttar Pradesh,Moradabad,PM10,29.0,50.0,41.0,42,Good,29.6,73.1,8.1
Uttar Pradesh,Muzaffarnagar,NH3,2.0,6.0,3.0,28,Good,21.1,65.6,28.1
Uttar Pradesh,Muzaffarnagar,OZONE,16.0,30.0,24.0,8,Good,30.5,90.4,18.7
West Bengal,Kolkata,PM10,25.0,44.0,35.0,18,Good,21.2,31.8,24.6
West Bengal,Kolkata,CO,40.0,53.0,45.0,12,Good,36.2,40.5,4.9
West Bengal,Kolkata,OZONE,15.0,22.0,19.0,38,Good,34.4,50.3,26.5
West Bengal,Kolkata,PM2.5,21.0,36.0,29.0,31,Good,31.6,91.0,4.0
West Bengal,Siliguri,PM2.5,18.0,46.0,29.0,9,Good,25.0,65.9,9.5
West Bengal,Siliguri,PM10,36.0,94.0,48.0,17,Good,35.7,54.8,27.1
Uttar Pradesh,Meerut,OZONE,7.0,45.0,28.0,31,Good,32.8,84.2,4.2
Uttar Pradesh,Meerut,NH3,5.0,23.0,10.0,1,Good,30.9,69.1,18.8
Uttar Pradesh,Moradabad,NO2,15.0,29.0,19.0,28,Good,31.3,41.5,21.8
Uttar Pradesh,Moradabad,CO,8.0,30.0,18.0,46,Good,26.2,80.0,23.3
Uttar Pradesh,Moradabad,PM10,17.0,56.0,32.0,24,Good,37.0,88.5,9.4
Mizoram,Ankleshwar,CO,15.3,262.5,67.1,58,Moderate,21.1,69.0,16.4
Jammu and Kashmir,Byasanagar,PM10,84.1,244.8,86.7,55,Moderate,21.9,94.1,22.0
Maharashtra,Firozabad,NH3,1.6,96.5,72.6,90,Moderate,26.7,34.1,21.9
Tripura,Dharwad,PM2.5,0.3,394.3,33.8,24,Good,19.7,92.6,16.5
Punjab,Prayagraj,CO,60.1,231.5,220.6,256,Very Unhealthy,23.3,76.0,28.9
Karnataka,Talcher,CO,24.8,279.3,26.4,2,Good,29.5,76.8,3.4
Uttar Pradesh,Begusarai,NH3,0.8,479.5,2.3,37,Good,34.8,43.2,10.3
Madhya Pradesh,Ujjain,PM10,70.1,241.5,206.6,231,Very Unhealthy,31.9,80.7,12.8
Assam,Surat,NH3,4.9,79.2,23.1,45,Good,38.3,79.5,28.0
Jammu and Kashmir,Nandesari,PM2.5,41.0,474.5,164.4,172,Unhealthy,23.0,34.3,27.3
Karnataka,Agartala,OZONE,56.8,118.0,67.5,67,Moderate,22.9,74.6,10.4
Himachal Pradesh,Jhalawar,OZONE,17.2,346.4,158.8,151,Unhealthy,18.7,93.7,23.4
Uttarakhand,Bhilwara,OZONE,55.4,285.9,163.0,196,Unhealthy,24.2,83.1,19.3
Rajasthan,Noida,NO2,72.5,336.6,182.7,163,Unhealthy,32.6,49.6,17.7
Jammu and Kashmir,Ujjain,PM2.5,6.6,291.4,259.9,275,Very Unhealthy,17.9,66.6,2.0
Punjab,Nanded,SO2,20.7,150.2,23.3,48,Good,25.2,61.2,17.4
Jharkhand,Coimbatore,PM10,258.8,332.4,261.0,210,Very Unhealthy,35.5,40.7,10.6
Rajasthan,Vijayapura,SO2,89.0,227.1,200.9,494,Hazardous,35.6,32.7,28.6
Andhra Pradesh,Chittorgarh,SO2,173.2,310.4,179.9,186,Unhealthy,18.6,79.3,22.1
Assam,Nagaur,NH3,77.0,292.4,118.3,130,Unhealthy for Sensitive Groups,23.8,45.4,24.1
Uttar Pradesh,Jalore,NO2,124.6,430.7,174.8,159,Unhealthy,36.2,81.6,6.5
Arunachal Pradesh,Bettiah,PM2.5,12.0,169.4,62.0,57,Moderate,31.7,91.5,23.0
Karnataka,Guntur,OZONE,2.2,358.2,265.6,276,Very Unhealthy,19.2,89.6,9.6
Himachal Pradesh,Ramanagara,CO,83.3,374.3,164.2,186,Unhealthy,24.1,54.2,3.3
Gujarat,Karauli,NH3,87.4,383.2,229.1,274,Very Unhealthy,31.8,83.4,13.8
Nagaland,Thiruvananthapuram,PM10,28.0,358.8,166.1,182,Unhealthy,15.4,84.7,12.0
Jammu and Kashmir,Thoothukudi,NH3,123.8,312.0,208.5,265,Very Unhealthy,29.7,35.8,8.2
Uttarakhand,Narnaul,CO,64.5,488.2,72.5,67,Moderate,29.9,30.7,26.5
Bihar,Machilipatnam,SO2,28.2,378.7,128.5,101,Unhealthy for Sensitive Groups,28.6,70.0,21.7
Tamil Nadu,Dholpur,SO2,42.4,334.7,238.9,291,Very Unhealthy,36.6,54.3,26.8
Rajasthan,Gadag,PM10,2.0,67.7,3.4,34,Good,26.0,53.3,27.4
Odisha,Ulhasnagar,SO2,4.9,344.9,217.5,230,Very Unhealthy,22.8,62.9,12.7
Uttarakhand,Nagpur,NO2,248.6,453.2,261.7,279,Very Unhealthy,27.4,43.7,25.5
Sikkim,Thoothukudi,PM2.5,38.0,472.5,211.3,206,Very Unhealthy,20.8,33.4,1.5
Mizoram,Barbil,SO2,13.7,124.8,116.2,139,Unhealthy for Sensitive Groups,19.0,47.7,8.4
Meghalaya,Raebareli,NH3,100.0,307.2,230.0,201,Very Unhealthy,29.0,50.9,1.0
Jammu and Kashmir,Baripada,NH3,91.4,256.3,200.6,438,Hazardous,40.0,47.4,30.0
Himachal Pradesh,Katihar,CO,18.3,116.5,37.5,18,Good,27.0,93.7,26.6
Maharashtra,Thiruvananthapuram,CO,210.3,278.2,224.9,275,Very Unhealthy,39.2,55.1,3.5
Kerala,Shivamogga,PM2.5,8.3,447.7,209.7,229,Very Unhealthy,29.3,39.4,6.9
Maharashtra,Solapur,NO2,28.5,473.3,239.8,208,Very Unhealthy,22.1,32.8,29.9
Arunachal Pradesh,Eluru,PM2.5,64.3,494.8,146.3,117,Unhealthy for Sensitive Groups,24.0,63.9,18.6
Karnataka,Jhunjhunu,PM2.5,5.1,482.0,6.5,18,Good,38.2,39.2,15.3
West Bengal,Barmer,SO2,81.3,294.6,85.9,88,Moderate,15.0,60.7,28.0
Meghalaya,Chikkaballapur,CO,23.4,380.9,52.8,61,Moderate,28.4,55.0,10.1
Jammu and Kashmir,Visakhapatnam,PM10,166.7,252.2,214.0,249,Very Unhealthy,24.2,47.7,14.2
Karnataka,Agra,SO2,3.4,451.4,13.4,31,Good,28.1,48.4,18.5
Arunachal Pradesh,Khairthal,PM2.5,12.0,493.1,145.4,133,Unhealthy for Sensitive Groups,20.6,82.6,14.5
Gujarat,Thiruvananthapuram,NO2,16.0,34.8,16.8,17,Good,26.7,51.4,26.8
Chhattisgarh,Mysuru,CO,10.2,479.2,33.0,11,Good,22.5,56.7,18.9
Himachal Pradesh,Agartala,NH3,35.4,427.6,49.2,26,Good,21.3,60.4,28.5
Kerala,Puducherry,NH3,91.1,497.2,215.3,253,Very Unhealthy,27.2,54.0,20.6
Rajasthan,Mandideep,NH3,176.9,199.4,186.3,154,Unhealthy,38.2,42.5,24.2
Puducherry,Bhiwadi,OZONE,124.2,297.5,229.5,260,Very Unhealthy,21.1,50.4,12.2
Maharashtra,Jodhpur,NO2,30.0,485.8,110.4,105,Unhealthy for Sensitive Groups,25.0,48.1,16.5
Rajasthan,Bundi,PM2.5,136.7,462.8,143.4,108,Unhealthy for Sensitive Groups,20.4,86.3,11.8
Odisha,Vatva,OZONE,76.3,371.5,235.8,274,Very Unhealthy,36.1,35.1,17.1
Chandigarh,Damoh,PM10,59.3,313.0,166.5,174,Unhealthy,18.3,50.8,22.6
Meghalaya,Ramanagara,NH3,5.1,58.0,6.4,15,Good,29.5,40.7,3.6
Nagaland,Jodhpur,SO2,146.4,266.4,159.9,165,Unhealthy,16.6,61.9,9.2
Delhi,Thoothukudi,NH3,144.8,310.3,232.5,220,Very Unhealthy,38.8,55.5,7.9
Nagaland,Gorakhpur,PM10,177.8,402.8,258.6,222,Very Unhealthy,32.0,36.2,8.1
Maharashtra,Araria,PM10,8.8,85.7,25.6,30,Good,17.8,84.0,27.2
Jammu and Kashmir,Gangtok,PM10,137.2,275.0,186.2,155,Unhealthy,30.3,55.6,25.4
Sikkim,Bhopal,OZONE,58.7,396.7,114.0,118,Unhealthy for Sensitive Groups,17.2,56.5,23.0
Sikkim,Khurja,NO2,0.7,224.1,52.6,98,Moderate,27.5,40.6,19.2
Tamil Nadu,Dharuhera,PM10,193.4,325.3,255.2,201,Very Unhealthy,22.6,81.5,6.6
Maharashtra,Begusarai,NH3,79.4,467.5,96.5,87,Moderate,17.0,91.6,23.9
Bihar,Bagalkot,PM2.5,4.4,377.2,259.0,273,Very Unhealthy,29.9,69.9,1.8
Himachal Pradesh,Sri Ganganagar,PM2.5,129.8,390.4,154.0,200,Unhealthy,34.4,38.7,10.6
Telangana,Machilipatnam,PM2.5,117.7,397.7,227.7,282,Very Unhealthy,28.3,48.0,7.9
Kerala,Bhilai,OZONE,13.8,458.1,110.4,107,Unhealthy for Sensitive Groups,18.1,65.7,24.0
Gujarat,Hyderabad,SO2,3.7,180.8,14.0,22,Good,31.9,64.9,6.0
Assam,Ujjain,OZONE,22.7,142.3,49.6,21,Good,31.1,33.9,8.2
Chandigarh,Pali,SO2,113.1,302.0,145.2,115,Unhealthy for Sensitive Groups,29.6,71.2,19.5
Mizoram,Faridabad,OZONE,145.9,321.9,256.0,299,Very Unhealthy,17.8,55.5,10.0
Jharkhand,Kalyan,OZONE,132.2,294.0,219.1,209,Very Unhealthy,26.6,76.6,16.7
Maharashtra,Ahmedabad,OZONE,11.3,121.0,111.2,124,Unhealthy for Sensitive Groups,38.1,31.2,12.6
Himachal Pradesh,Muzaffarpur,NO2,27.3,440.4,212.2,246,Very Unhealthy,33.3,87.0,17.5
Mizoram,Nandesari,CO,183.2,413.2,230.9,229,Very Unhealthy,20.8,94.5,8.6
Meghalaya,Sri Ganganagar,PM10,9.6,253.7,41.8,36,Good,21.0,68.3,5.6
Haryana,Panchgaon,SO2,253.8,306.9,253.8,249,Very Unhealthy,28.0,75.8,13.8
Arunachal Pradesh,Chhapra,PM2.5,27.6,145.0,34.3,30,Good,35.8,63.4,14.1
Chhattisgarh,Saharsa,PM2.5,71.3,289.9,205.2,203,Very Unhealthy,21.3,62.9,27.0
Arunachal Pradesh,Churu,SO2,8.0,453.9,158.9,188,Unhealthy,38.0,86.6,2.0
Puducherry,Mahad,PM10,6.2,132.8,29.1,49,Good,21.7,32.6,1.2
Tripura,Amritsar,SO2,5.9,436.4,208.1,224,Very Unhealthy,38.6,52.9,15.0
Telangana,Hanumangarh,NO2,84.6,339.5,167.1,197,Unhealthy,25.0,79.3,2.6
Telangana,Ramanagara,OZONE,8.0,307.1,106.2,148,Unhealthy for Sensitive Groups,36.5,69.2,9.4
West Bengal,Vadodara,SO2,33.5,421.6,49.6,32,Good,35.1,48.6,22.2
Assam,Panipat,PM10,96.0,379.4,144.8,107,Unhealthy for Sensitive Groups,19.0,50.0,14.8
Arunachal Pradesh,Rishikesh,NO2,43.1,426.2,199.9,181,Unhealthy,23.3,32.7,11.3
Chhattisgarh,Suakati,OZONE,15.9,207.1,178.6,162,Unhealthy,24.2,49.3,15.8
Telangana,Jabalpur,SO2,155.6,251.0,221.8,298,Very Unhealthy,31.8,71.3,27.1
Gujarat,Gurugram,PM10,13.7,200.8,77.1,66,Moderate,36.2,42.7,10.1
Meghalaya,Barmer,NO2,98.9,331.2,238.5,259,Very Unhealthy,23.6,88.5,20.5
Maharashtra,Moradabad,PM10,2.5,196.7,131.6,114,Unhealthy for Sensitive Groups,24.6,71.5,4.5
Sikkim,Palwal,OZONE,158.6,211.4,209.2,283,Very Unhealthy,19.5,83.4,11.8
Madhya Pradesh,Kalyan,PM2.5,7.4,368.3,20.4,48,Good,27.4,53.1,20.7
Chhattisgarh,Solapur,CO,153.1,478.3,172.7,199,Unhealthy,24.5,61.3,24.2
Madhya Pradesh,Gwalior,PM2.5,171.9,324.4,260.1,250,Very Unhealthy,23.2,34.5,21.5
Karnataka,Nagaur,NH3,21.0,438.2,197.4,189,Unhealthy,16.6,43.4,22.6
Nagaland,Muzaffarnagar,NH3,71.1,428.2,251.7,298,Very Unhealthy,15.7,78.8,18.0
Maharashtra,Jhansi,CO,208.1,383.0,265.5,237,Very Unhealthy,39.7,93.4,13.9
Himachal Pradesh,Rairangpur,CO,41.4,269.1,234.7,213,Very Unhealthy,30.2,56.5,9.4
Nagaland,Bahadurgarh,SO2,8.6,332.0,17.4,21,Good,27.2,53.1,29.5
Sikkim,Sivasagar,NO2,0.2,316.2,24.3,8,Good,24.1,45.0,7.7
Madhya Pradesh,Rairangpur,SO2,40.3,207.2,187.2,154,Unhealthy,26.7,91.3,24.6
Telangana,Sagar,PM2.5,10.1,284.2,27.4,36,Good,24.0,71.4,2.8
Gujarat,Chittoor,NO2,119.3,469.7,158.8,173,Unhealthy,38.0,77.6,23.4
Sikkim,Sivasagar,NO2,71.0,410.0,75.3,73,Moderate,23.2,48.1,27.0
Punjab,Sawai Madhopur,NH3,32.5,343.9,46.1,38,Good,28.9,89.8,14.9
Tripura,Hajipur,CO,0.6,306.1,41.5,47,Good,34.4,31.3,16.8
Meghalaya,Sivasagar,PM10,12.3,499.3,28.0,15,Good,17.0,79.6,21.1
Telangana,Rupnagar,OZONE,127.1,275.8,189.8,183,Unhealthy,35.4,63.7,2.0
Rajasthan,Narnaul,PM2.5,8.6,195.3,50.0,42,Good,35.8,40.5,1.3
Odisha,Satara,PM2.5,6.2,465.7,18.4,15,Good,36.9,71.9,23.1
Kerala,Palwal,NO2,73.3,196.4,98.8,70,Moderate,26.0,45.7,21.9
Kerala,Modinagar,PM2.5,24.0,488.8,58.8,84,Moderate,36.9,79.7,14.5
Uttarakhand,Milupara,CO,36.2,405.6,207.0,215,Very Unhealthy,31.4,40.9,19.3
Himachal Pradesh,Jabalpur,PM10,68.4,460.0,186.2,164,Unhealthy,17.0,42.9,23.2
Maharashtra,Fatehabad,NH3,1.8,223.3,32.2,7,Good,35.1,31.1,9.7
Andhra Pradesh,Bhiwadi,NO2,30.4,394.4,32.2,20,Good,24.4,53.8,7.9
Meghalaya,Aurangabad,OZONE,25.4,421.9,201.2,285,Very Unhealthy,30.6,86.5,10.9
Chhattisgarh,Patiala,NH3,58.3,495.7,175.0,167,Unhealthy,34.9,83.0,2.2
Rajasthan,Narnaul,NO2,26.4,391.4,28.2,37,Good,30.5,37.6,2.5
Delhi,Nanded,CO,78.1,368.8,104.7,143,Unhealthy for Sensitive Groups,22.8,64.8,2.7
Assam,Ahmedabad,SO2,194.9,400.1,211.6,239,Very Unhealthy,32.7,34.2,3.7
Maharashtra,Kalaburagi,NH3,184.3,490.2,260.4,231,Very Unhealthy,20.5,37.5,17.1
Uttar Pradesh,Chikkamagaluru,PM10,138.8,370.1,211.6,203,Very Unhealthy,21.4,71.6,21.1
Bihar,Sikar,NH3,74.5,416.1,184.4,151,Unhealthy,32.0,74.4,1.1
Karnataka,Mumbai,PM2.5,54.8,395.6,196.5,171,Unhealthy,31.1,33.3,15.6
Punjab,Korba,SO2,130.5,345.6,152.5,186,Unhealthy,35.3,52.2,14.4
Jharkhand,Ramanagara,PM2.5,27.7,229.7,227.8,249,Very Unhealthy,23.0,65.2,17.4
Himachal Pradesh,Nellore,OZONE,73.2,97.7,86.3,98,Moderate,19.5,37.2,3.3
